organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
GI tract,Endoderm,Goblet cells,19,KRT20,N,0.411765,0.0129134,0.012,0.4064,CK20; K20; MGC35423,keratin 20,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,20,REP15,N,0.235294,0.0,0.001,0.2353,RAB15EP,RAB15 effector protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,21,PLA2G10,N,0.235294,0.00472441,0.004,0.2342,GXPLA2,phospholipase A2 group X,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,22,CDX2,N,0.235294,0.00692913,0.015,0.2337,CDX3,caudal type homeobox 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,23,CREB3L1,N,0.235294,0.00850394,0.015,0.2333,OASIS,cAMP responsive element binding protein 3 like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,24,TPSG1,N,0.176471,0.0,0.003,0.1765,TMT; PRSS31,tryptase gamma 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,25,BACE2,N,0.176471,0.0488189,0.018,0.1679,CEAP1; DRAP; ALP56; AEPLC,beta-secretase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,26,AQP3,N,0.176471,0.0705512,0.025,0.164,GIL,aquaporin 3 (Gill blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,27,PDIA5,N,0.117647,0.00409449,0.011,0.1172,FLJ30401,protein disulfide isomerase family A member 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,28,GALNT12,N,0.0588235,0.00188976,0.004,0.0587,GalNAc-T12,polypeptide N-acetylgalactosaminyltransferase 12,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,29,NLRP6,N,0.0,0.0,0.008,0.0,PYPAF5; PAN3; CLR11.4; NALP6,NLR family pyrin domain containing 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,30,SLC9A8,N,0.0,0.0,0.001,0.0,KIAA0939; NHE8,solute carrier family 9 member A8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,31,OTOGL,N,0.0,0.0,0.0,0.0,FLJ90579; C12orf64,otogelin like,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,32,CDON,N,0.0,0.0,0.005,0.0,ORCAM; CDO; CDON1,"cell adhesion associated, oncogene regulated","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,33,TMEM207,N,0.0,0.0,0.0,0.0,,transmembrane protein 207,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,34,LRRC26,N,0.0,0.0,0.003,0.0,bA350O14.10; OTTHUMG00000020980,leucine rich repeat containing 26,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
GI tract,Endoderm,Goblet cells,35,KRT7,N,0.0,0.101732,0.056,0.0,CK7; K2C7,keratin 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,1,INHA,Y,1.0,0.013162,0.006,0.9868,,inhibin subunit alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,2,AMH,Y,1.0,0.0147289,0.004,0.9853,MIS,anti-Mullerian hormone,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,3,FSHR,Y,0.0,0.0,0.0,0.0,FSHRO; LGR1; ODG1,follicle stimulating hormone receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,4,FOXL2,Y,0.0,0.0,0.0,0.0,BPES1; BPES,forkhead box L2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,5,CYP19A1,Y,0.0,0.00219367,0.0,0.0,ARO; P-450AROM; CPV1; ARO1; CYAR; aromatase; CYP19,cytochrome P450 family 19 subfamily A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,6,MCAM,Y,0.0,0.0213099,0.031,0.0,MUC18; CD146,melanoma cell adhesion molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,7,TNNI3,N,1.0,0.0103416,0.01,0.9897,TNNC1; CMH7; CMD2A,"troponin I3, cardiac type","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,8,HSD3B1,N,0.0,0.000626763,0.001,0.0,SDR11E1; HSDB3; HSD3B,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,9,HSD17B1,N,0.0,0.00470072,0.002,0.0,MGC138140; SDR28C1; EDH17B2,hydroxysteroid 17-beta dehydrogenase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,10,BOK,N,0.0,0.00564086,0.045,0.0,BCL2L9; BOKL; MGC4631,"BOK, BCL2 family apoptosis regulator","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,11,HJURP,N,0.0,0.010655,0.048,0.0,DKFZp762E1312; URLC9; hFLEG1; FAKTS,Holliday junction recognition protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,12,LOX,N,0.0,0.0150423,0.017,0.0,,lysyl oxidase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,13,HTRA1,N,0.0,0.0338452,0.065,0.0,HtrA; IGFBP5-protease; ARMD7; PRSS11,HtrA serine peptidase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,14,ADAMTS1,N,0.0,0.0560953,0.053,0.0,C3-C5; METH1; KIAA1346,ADAM metallopeptidase with thrombospondin type 1 motif 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,15,FHL1,N,0.0,0.0886869,0.063,0.0,SLIM1; KYO-T; bA535K18.1; FHL1B; XMPMA; FLH1A; MGC111107,four and a half LIM domains 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Granulosa cells,16,GAPDH,N,0.0,0.105923,0.052,0.0,GAPD,glyceraldehyde-3-phosphate dehydrogenase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Embryo,Zygote,Hemangioblasts,1,T,N,0.0,0.0,0.0,0.0,,"brachyury, T-box transcription factor T","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Embryo,Zygote,Hemangioblasts,2,TAL1,N,0.0,0.00657895,0.004,0.0,bHLHa17; TCL5,"TAL bHLH transcription factor 1, erythroid differentiation factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Embryo,Zygote,Hemangioblasts,3,ETV2,N,0.0,0.0137845,0.002,0.0,ER71,ETS variant 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,1,MPL,Y,0.0,0.0,0.001,0.0,CD110; TPOR,"MPL proto-oncogene, thrombopoietin receptor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,2,HLF,Y,0.0,0.0,0.02,0.0,MGC33822,"HLF, PAR bZIP transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,3,PTPRS,Y,0.0,0.0,0.209,0.0,,"protein tyrosine phosphatase, receptor type S","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,4,GFI1,Y,0.0,0.0,0.001,0.0,GFI1A; GFI-1; ZNF163,growth factor independent 1 transcriptional repressor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,5,IL3RA,Y,0.0,0.0,0.008,0.0,CD123,interleukin 3 receptor subunit alpha,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,6,TRPC6,Y,0.0,0.000626566,0.001,0.0,TRP6; FSGS2,transient receptor potential cation channel subfamily C member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,7,FLT3,Y,0.0,0.00093985,0.009,0.0,FLK2; CD135,fms related tyrosine kinase 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,8,TLR2,Y,0.0,0.00093985,0.014,0.0,TIL4; CD282,toll like receptor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,9,FGD5,Y,0.0,0.00093985,0.007,0.0,ZFYVE23; FLJ39957; FLJ00274,"FYVE, RhoGEF and PH domain containing 5","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,10,SLAMF1,Y,0.0,0.00156642,0.001,0.0,CD150; SLAM,signaling lymphocytic activation molecule family member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,11,TGFB2,Y,0.0,0.00156642,0.041,0.0,,transforming growth factor beta 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,12,TEK,Y,0.0,0.0018797,0.02,0.0,TIE2; TIE-2; VMCM1; CD202b; VMCM,TEK receptor tyrosine kinase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,13,ANGPT1,Y,0.0,0.0018797,0.01,0.0,KIAA0003; Ang1,angiopoietin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,14,KIT,Y,0.0,0.00250627,0.015,0.0,CD117; SCFR; C-Kit; PBT,KIT proto-oncogene receptor tyrosine kinase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,15,PBX2,Y,0.0,0.00250627,0.009,0.0,HOX12; PBX2MHC,PBX homeobox 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,16,HLX,Y,0.0,0.00281955,0.022,0.0,HB24; HLX1,H2.0 like homeobox,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,17,RGS18,Y,0.0,0.00344612,0.019,0.0,RGS13,regulator of G protein signaling 18,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,18,MYCN,Y,0.0,0.00344612,0.012,0.0,bHLHe37; N-myc; MYCNOT; NMYC,"MYCN proto-oncogene, bHLH transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,19,EGR3,Y,0.0,0.00344612,0.004,0.0,PILOT,early growth response 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,20,ITGA2B,Y,0.0,0.00407268,0.003,0.0,CD41B; CD41; PPP1R93; GP2B,integrin subunit alpha 2b,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,21,NKX2-3,Y,0.0,0.00438596,0.003,0.0,NKX2.3; CSX3; NKX4-3; NKX2C,NK2 homeobox 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,22,ROBO4,Y,0.0,0.00438596,0.013,0.0,FLJ20798; MRB; ECSM4,roundabout guidance receptor 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,23,TET2,Y,0.0,0.00438596,0.008,0.0,FLJ20032; KIAA1546,tet methylcytosine dioxygenase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,24,ABCG2,Y,0.0,0.00469925,0.038,0.0,EST157481; MXR; BCRP; ABCP; CD338,ATP binding cassette subfamily G member 2 (Junior blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,25,NOTCH1,Y,0.0,0.00469925,0.007,0.0,TAN1,notch 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,26,THSD1,Y,0.0,0.00501253,0.008,0.0,TMTSP,thrombospondin type 1 domain containing 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,27,NEO1,Y,0.0,0.00501253,0.02,0.0,NGN; HsT17534; IGDCC2; NTN1R2,neogenin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,28,HOXB5,Y,0.0,0.00501253,0.003,0.0,HOX2A,homeobox B5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,29,BMI1,Y,0.0,0.00532581,0.009,0.0,RNF51; PCGF4,"BMI1 proto-oncogene, polycomb ring finger","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,30,ABCB1,Y,0.0,0.0056391,0.001,0.0,P-gp; CD243; GP170; ABC20; PGY1; CLCS,ATP binding cassette subfamily B member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,31,KITLG,Y,0.0,0.00626566,0.001,0.0,SCF; Kitl; KL-1; FPH2; SLF; DFNA69,KIT ligand,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,32,NCOR2,Y,0.0,0.00657895,0.021,0.0,SMRT; SMRTE; TRAC-1; CTG26; TNRC14,nuclear receptor corepressor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,33,TAL1,Y,0.0,0.00657895,0.004,0.0,bHLHa17; TCL5,"TAL bHLH transcription factor 1, erythroid differentiation factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,34,PROM1,Y,0.0,0.00720551,0.021,0.0,AC133; CD133; RP41; CORD12; PROML1; STGD4,prominin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,35,ERG,Y,0.0,0.00814536,0.01,0.0,erg-3,"ERG, ETS transcription factor","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,36,DNMT3B,Y,0.0,0.0103383,0.012,0.0,,DNA methyltransferase 3 beta,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,37,GJB1,Y,0.0,0.0103383,0.033,0.0,CX32; CMTX1; CMTX,gap junction protein beta 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,38,PITX2,Y,0.0,0.0109649,0.01,0.0,IGDS; Brx1; Otlx2; IRID2; IHG2; RIEG; RIEG1; RGS,paired like homeodomain 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,39,ITGA4,Y,0.0,0.0112782,0.036,0.0,CD49d; CD49D,integrin subunit alpha 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,40,CD33,Y,0.0,0.0125313,0.017,0.0,SIGLEC3; SIGLEC-3; FLJ00391,CD33 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,41,ANPEP,Y,0.0,0.0128446,0.015,0.0,gp150; CD13; PEPN,"alanyl aminopeptidase, membrane","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,42,APC,Y,0.0,0.0131579,0.1,0.0,DP2.5; PPP1R46,"APC, WNT signaling pathway regulator","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,43,GATA2,Y,0.0,0.0134712,0.02,0.0,NFE1B,GATA binding protein 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,44,NKX3-1,Y,0.0,0.0134712,0.002,0.0,NKX3.1; BAPX2; NKX3A,NK3 homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,45,BAALC,Y,0.0,0.0153509,0.018,0.0,,"BAALC, MAP3K1 and KLF4 binding","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,46,NFE2,Y,0.0,0.0175439,0.015,0.0,NF-E2,"nuclear factor, erythroid 2","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,47,PLXDC2,Y,0.0,0.018797,0.046,0.0,TEM7R; FLJ14623,plexin domain containing 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,48,GFI1B,Y,0.0,0.0191103,0.005,0.0,ZNF163B,growth factor independent 1B transcriptional repressor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,49,MECOM,Y,0.0,0.0194236,0.011,0.0,MDS1-EVI1; PRDM3; KMT8E; MDS1; EVI1,MDS1 and EVI1 complex locus,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,50,GATA3,Y,0.0,0.0200501,0.03,0.0,HDR,GATA binding protein 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,51,NOTCH2,Y,0.0,0.0200501,0.096,0.0,,notch 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,52,GPR171,Y,0.0,0.0206767,0.016,0.0,H963,G protein-coupled receptor 171,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,53,ADGRG1,Y,0.0,0.0213033,0.045,0.0,TM7LN4; TM7XN1; GPR56,adhesion G protein-coupled receptor G1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,54,MYCT1,Y,0.0,0.0216165,0.022,0.0,MTLC; FLJ21269,MYC target 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,55,HHEX,Y,0.0,0.0228697,0.037,0.0,HEX; HOX11L-PEN; PRHX,hematopoietically expressed homeobox,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,56,CDCP1,Y,0.0,0.0250627,0.01,0.0,CD318; SIMA135,CUB domain containing protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,57,ACE,Y,0.0,0.0256892,0.022,0.0,ACE1; CD143; DCP1,angiotensin I converting enzyme,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,58,VWF,Y,0.0,0.0266291,0.016,0.0,F8VWF,von Willebrand factor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,59,PROCR,Y,0.0,0.0285088,0.016,0.0,EPCR; CCD41; CD201,protein C receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,60,RUNX1,Y,0.0,0.0313283,0.054,0.0,PEBP2A2; AMLCR1; AML1; CBFA2,runt related transcription factor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,61,THY1,Y,0.0,0.0322682,0.095,0.0,CD90,Thy-1 cell surface antigen,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,62,MEIS1,Y,0.0,0.0379073,0.024,0.0,,Meis homeobox 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,63,PTPRE,Y,0.0,0.0404135,0.054,0.0,PTPE,"protein tyrosine phosphatase, receptor type E","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,64,CD34,Y,0.0,0.0404135,0.071,0.0,,CD34 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,65,ESAM,Y,0.0,0.0429198,0.064,0.0,W117m,endothelial cell adhesion molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,66,G0S2,Y,0.0,0.0454261,0.04,0.0,,G0/G1 switch 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,67,ARID3A,Y,0.0,0.0479323,0.018,0.0,BRIGHT; DRIL1,AT-rich interaction domain 3A,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,68,CDH2,Y,0.0,0.0491855,0.059,0.0,CDHN; CD325; NCAD,cadherin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,69,ITGA6,Y,0.0,0.0501253,0.059,0.0,CD49f,integrin subunit alpha 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,70,SPN,Y,0.0,0.0507519,0.029,0.0,LSN; CD43; GPL115,sialophorin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,71,LYL1,Y,0.0,0.0635965,0.039,0.0,bHLHa18,"LYL1, basic helix-loop-helix family member","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,72,PRNP,Y,0.0,0.0802005,0.242,0.0,CD230; AltPrP; GSS; CJD,prion protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,73,ALDH1A1,Y,0.0,0.0880326,0.039,0.0,RALDH1; PUMB1; ALDH1,aldehyde dehydrogenase 1 family member A1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,74,CTNNAL1,Y,0.0,0.0924185,0.028,0.0,CLLP; alpha-CATU,catenin alpha like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,75,MAFF,Y,0.0,0.0961779,0.054,0.0,hMafF,MAF bZIP transcription factor F,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,76,CD48,Y,0.0,0.116228,0.076,0.0,BLAST; mCD48; hCD48; SLAMF2; BCM1,CD48 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,77,MYADM,Y,0.0,0.119361,0.063,0.0,,myeloid associated differentiation marker,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,78,GNL3,Y,0.0,0.120301,0.094,0.0,C77032; E2IG3; MGC800,G protein nucleolar 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,79,ELF1,Y,0.0,0.123747,0.094,0.0,,E74 like ETS transcription factor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,80,HMGB3,Y,0.0,0.161028,0.271,0.0,HMG2A; MGC90319; HMG4,high mobility group box 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,81,MGST1,Y,0.0,0.182018,0.157,0.0,MGST-I; GST12,microsomal glutathione S-transferase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,82,EGR1,Y,0.0,0.187657,0.202,0.0,TIS8; G0S30; NGFI-A; KROX-24; ZIF-268; AT225; ZNF225,early growth response 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,83,CXCR4,Y,0.0,0.198308,0.04,0.0,LESTR; NPY3R; HM89; NPYY3R; D2S201E; fusin; HSY3RR; CD184,C-X-C motif chemokine receptor 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,84,PTPRC,Y,0.0,0.216165,0.125,0.0,T200; CD45,"protein tyrosine phosphatase, receptor type C","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,85,CD44,Y,0.0,0.300439,0.127,0.0,IN; MC56; Pgp1; CD44R; HCELL; CSPG8; MIC4; MDU2; MDU3,CD44 molecule (Indian blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,86,TAF7,Y,0.0,0.309211,0.092,0.0,TAFII55; TAF2F,TATA-box binding protein associated factor 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,87,TXNIP,Y,0.0,0.354637,0.194,0.0,VDUP1; EST01027; HHCPA78; THIF; ARRDC6,thioredoxin interacting protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Bone,Mesoderm,Hematopoietic stem cells,88,CD59,Y,0.0,0.371554,0.07,0.0,16.3A5; EJ16; EJ30; EL32; G344; p18-20; MIC11; MIN1; MSK21; MIN2; MIN3,CD59 molecule (CD59 blood group),"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
