organ,germ_layer,cell_type,rank_in_celltype,gene_symbol,canonical_marker,sensitivity_human,specificity_human,ubiquitousness_index,marker_score,gene_aliases,product_description,source
Reproductive,Mesoderm,Sertoli cells,63,FAS,N,0.0,0.0147243,0.011,0.0,CD95; APO-1; FAS1; APT1; TNFRSF6,Fas cell surface death receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,1,MYH11,Y,1.0,0.0097761,0.015,0.9902,SMMHC; SMHC,myosin heavy chain 11,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,2,MYLK,Y,1.0,0.0491958,0.047,0.9508,smMLCK; MYLK1; MLCK1,myosin light chain kinase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,3,MYL9,Y,1.0,0.154841,0.081,0.8452,MYRL2; MLC2; LC20; MRLC1,myosin light chain 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,4,ACTA2,Y,0.904762,0.0135604,0.035,0.8925,ACTSA,"actin, alpha 2, smooth muscle, aorta","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,5,SOD3,Y,0.857143,0.0561337,0.027,0.809,EC-SOD,superoxide dismutase 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,6,LMOD1,Y,0.761905,0.0116682,0.01,0.753,64kD; D1; 1D,leiomodin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,7,BGN,Y,0.714286,0.0611794,0.097,0.6706,DSPG1; SLRR1A,biglycan,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,8,PLN,Y,0.666667,0.00914538,0.006,0.6606,CMD1P,phospholamban,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,9,NOTCH3,Y,0.571429,0.0107222,0.02,0.5653,CASIL; CADASIL,notch 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,10,CNN1,Y,0.571429,0.0249133,0.012,0.5572,Sm-Calp,calponin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,11,MSRB3,Y,0.52381,0.0148218,0.007,0.516,FLJ36866; DKFZp686C1178; DFNB74,methionine sulfoxide reductase B3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,12,ACTG2,Y,0.52381,0.0173447,0.011,0.5147,ACTSG; ACTL3; ACTA3,"actin, gamma 2, smooth muscle, enteric","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,13,SNCG,Y,0.52381,0.0350047,0.03,0.5055,BCSG1; SR; persyn,synuclein gamma,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,14,NEXN,Y,0.428571,0.0141911,0.014,0.4225,nexilin; NELIN,nexilin F-actin binding protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,15,SMTN,Y,0.428571,0.0189215,0.017,0.4205,,smoothelin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,16,EHD2,Y,0.333333,0.0192368,0.034,0.3269,PAST2,EH domain containing 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,17,AOC3,Y,0.285714,0.000946074,0.004,0.2854,VAP1; HPAO; VAP-1,"amine oxidase, copper containing 3","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,18,RRAD,Y,0.285714,0.00346894,0.007,0.2847,REM3; RAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,19,GJA4,Y,0.285714,0.0116682,0.02,0.2824,CX37,gap junction protein alpha 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,20,WFDC1,Y,0.285714,0.0129297,0.024,0.282,PS20,WAP four-disulfide core domain 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,21,MAP3K7CL,Y,0.238095,0.0059918,0.006,0.2367,TAKL; TAK1L; TAKL-1; TAKL-2; TAKL-4; C21orf7,MAP3K7 C-terminal like,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,22,DES,Y,0.238095,0.00788395,0.021,0.2362,CMD1I; CSM1; CSM2,desmin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,23,KCNMB1,Y,0.238095,0.00883002,0.004,0.236,hslo-beta,potassium calcium-activated channel subfamily M regulatory beta subunit 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,24,FHL2,Y,0.238095,0.103122,0.043,0.2135,SLIM3; DRAL,four and a half LIM domains 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,25,ADAMDEC1,Y,0.190476,0.0126143,0.003,0.1881,M12.219,ADAM like decysin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,26,DMPK,Y,0.142857,0.0,0.006,0.1429,DMK; DM1PK; MDPK; MT-PK; DM,DM1 protein kinase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,27,RBPMS2,Y,0.142857,0.00630716,0.017,0.142,,"RNA binding protein, mRNA processing factor 2","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,28,FABP4,Y,0.142857,0.00946074,0.028,0.1415,A-FABP; aP2,fatty acid binding protein 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,29,MFAP5,Y,0.142857,0.0097761,0.021,0.1415,MAGP2; MP25,microfibril associated protein 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,30,HHIP,Y,0.142857,0.0116682,0.008,0.1412,FLJ20992,hedgehog interacting protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,31,OGN,Y,0.142857,0.0258594,0.031,0.1392,mimecan; OIF; SLRR3A,osteoglycin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,32,HEXIM1,Y,0.142857,0.0296436,0.019,0.1386,CLP-1; MAQ1,hexamethylene bisacetamide inducible 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,33,MRVI1,Y,0.0952381,0.0037843,0.003,0.0949,JAW1L; IRAG,murine retrovirus integration site 1 homolog,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,34,GJC1,Y,0.0952381,0.0107222,0.026,0.0942,CX45; GJA7,gap junction protein gamma 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,35,ITGA1,Y,0.0952381,0.0223904,0.043,0.0931,VLA1; CD49a,integrin subunit alpha 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,36,VASN,Y,0.0952381,0.0264901,0.012,0.0927,SLITL2,vasorin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,37,KCNAB1,Y,0.047619,0.0,0.006,0.0476,AKR6A3; KCNA1B; hKvBeta3; Kvb1.3; hKvb3,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,38,SLC38A11,Y,0.047619,0.000946074,0.003,0.0476,FLJ39822; AVT2,solute carrier family 38 member 11,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,39,SMOC1,Y,0.047619,0.00567644,0.006,0.0473,,SPARC related modular calcium binding 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,40,ACKR3,Y,0.047619,0.00630716,0.01,0.0473,GPR159; CMKOR1; CXCR7,atypical chemokine receptor 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,41,ITGA8,Y,0.047619,0.00819931,0.005,0.0472,,integrin subunit alpha 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,42,ACTC1,Y,0.047619,0.013245,0.011,0.047,CMD1R; ACTC,"actin, alpha, cardiac muscle 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,43,FBLN5,Y,0.047619,0.0277515,0.027,0.0463,EVEC; UP50; DANCE; ARMD3,fibulin 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,44,MYH6,Y,0.0,0.0,0.003,0.0,,myosin heavy chain 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,45,MUSTN1,Y,0.0,0.0,0.013,0.0,Mustang,"musculoskeletal, embryonic nuclear protein 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,46,LGR6,Y,0.0,0.0,0.002,0.0,FLJ14471,leucine rich repeat containing G protein-coupled receptor 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,47,MYLK4,Y,0.0,0.0,0.0,0.0,SgK085,myosin light chain kinase family member 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,48,JPH2,Y,0.0,0.0,0.002,0.0,JP-2,junctophilin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,49,ITGA9,Y,0.0,0.0,0.004,0.0,RLC; ITGA4L; ALPHA-RLC,integrin subunit alpha 9,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,50,NOX4,Y,0.0,0.0,0.003,0.0,KOX-1; KOX,NADPH oxidase 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,51,PCP4L1,Y,0.0,0.0,0.044,0.0,IQM1,Purkinje cell protein 4 like 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,52,SPEG,Y,0.0,0.000315358,0.005,0.0,MGC12676; KIAA1297; SPEGalpha; SPEGbeta; BPEG; APEG1,SPEG complex locus,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,53,TAGLN,Y,0.0,0.000630716,0.01,0.0,SM22; WS3-10; TAGLN1; DKFZp686P11128,transgelin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,54,RASL12,Y,0.0,0.000946074,0.004,0.0,RIS,RAS like family 12,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,55,ANGPT1,Y,0.0,0.00189215,0.01,0.0,KIAA0003; Ang1,angiopoietin 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,56,PDE4DIP,Y,0.0,0.00189215,0.012,0.0,KIAA0477; KIAA0454; MMGL; CMYA2,phosphodiesterase 4D interacting protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,57,HSPB6,Y,0.0,0.00189215,0.005,0.0,FLJ32389; Hsp20; PPP1R91,heat shock protein family B (small) member 6,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,58,SSPN,Y,0.0,0.00220751,0.004,0.0,SPN1; SPN2; KRAG,sarcospan,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,59,RPRM,Y,0.0,0.00283822,0.039,0.0,FLJ90327; REPRIMO,"reprimo, TP53 dependent G2 arrest mediator homolog","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,60,OTUD1,Y,0.0,0.00283822,0.003,0.0,DUBA7; OTDC1,OTU deubiquitinase 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,61,WWP2,Y,0.0,0.00315358,0.007,0.0,AIP2,WW domain containing E3 ubiquitin protein ligase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,62,PDGFD,Y,0.0,0.0037843,0.003,0.0,SCDGF-B; MSTP036; IEGF,platelet derived growth factor D,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,63,NOV,Y,0.0,0.00473037,0.004,0.0,IGFBP9; CCN3,nephroblastoma overexpressed,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,64,TCF21,Y,0.0,0.0059918,0.014,0.0,POD1; bHLHa23,transcription factor 21,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,65,ANKRD1,Y,0.0,0.00788395,0.007,0.0,C-193; ALRP; CVARP; MCARP,ankyrin repeat domain 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,66,AKT2,Y,0.0,0.00788395,0.014,0.0,,AKT serine/threonine kinase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,67,SH3BGR,Y,0.0,0.00946074,0.007,0.0,21-GARP,SH3 domain binding glutamate rich protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,68,LAMB2,Y,0.0,0.013245,0.019,0.0,NPHS5; LAMS,laminin subunit beta 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,69,FAS,Y,0.0,0.0148218,0.011,0.0,CD95; APO-1; FAS1; APT1; TNFRSF6,Fas cell surface death receptor,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,70,LOX,Y,0.0,0.0151372,0.017,0.0,,lysyl oxidase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,71,AAED1,Y,0.0,0.0201829,0.018,0.0,C9orf21,AhpC/TSA antioxidant enzyme domain containing 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,72,SEC24D,Y,0.0,0.0252286,0.013,0.0,KIAA0755,"SEC24 homolog D, COPII coat complex component","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,73,CRABP1,Y,0.0,0.0302744,0.025,0.0,CRABP; CRABPI; RBP5,cellular retinoic acid binding protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,74,KIF1C,Y,0.0,0.0321665,0.014,0.0,SPAX2; SPG58,kinesin family member 1C,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,75,NRP2,Y,0.0,0.0356354,0.04,0.0,VEGF165R2,neuropilin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,76,ZBTB44,Y,0.0,0.0362662,0.013,0.0,HSPC063; ZNF851; BTBD15,zinc finger and BTB domain containing 44,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,77,LMO7,Y,0.0,0.0384737,0.028,0.0,FBX20; KIAA0858; FBXO20,LIM domain 7,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,78,NF2,Y,0.0,0.0444655,0.016,0.0,merlin; ACN; SCH; BANF,neurofibromin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,79,SPON2,Y,0.0,0.0491958,0.017,0.0,DIL1,spondin 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,80,RGS5,Y,,,0.043,0.0,,regulator of G protein signaling 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,81,OBSCN,N,0.0,0.000315358,0.002,0.0,KIAA1556; UNC89; KIAA1639; ARHGEF30,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Smooth muscle,Mesoderm,Smooth muscle cells,82,KAT2B,N,0.0,0.000946074,0.005,0.0,P/CAF; GCN5L; PCAF,lysine acetyltransferase 2B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,1,PRM2,N,1.0,0.0797468,0.022,0.9203,CT94.2,protamine 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,2,PRM1,N,1.0,0.0844937,0.022,0.9155,CT94.1,protamine 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,3,TNP1,N,0.8125,0.0623418,0.018,0.7618,,transition protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,4,OSR2,N,0.21875,0.0155063,0.011,0.2154,FLJ90037,odd-skipped related transciption factor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,5,IGF2,N,0.15625,0.0452532,0.013,0.1492,FLJ44734; IGF-II; C11orf43,insulin like growth factor 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,6,SMCP,N,0.125,0.0379747,0.013,0.1203,,sperm mitochondria associated cysteine rich protein,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,7,TEX101,N,0.03125,0.0101266,0.005,0.0309,MGC4766; SGRG; CT131; SPATA44,testis expressed 101,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,8,JAKMIP1,N,0.0,0.000632911,0.017,0.0,MARLIN1; JAMIP1; Gababrbp; FLJ31564,janus kinase and microtubule interacting protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,9,TP73,N,0.0,0.000632911,0.0,0.0,P73,tumor protein p73,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,10,GCNA,N,0.0,0.00189873,0.0,0.0,NAAR1; ACRC,germ cell nuclear acidic peptidase,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,11,INHBB,N,0.0,0.00348101,0.005,0.0,,inhibin subunit beta B,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,12,ACR,N,0.0,0.00759494,0.003,0.0,,acrosin,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,13,SYCP3,N,0.0,0.0117089,0.003,0.0,,synaptonemal complex protein 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,14,TXNDC8,N,0.0,0.0129747,0.005,0.0,bA427L11.2; TRX6; SPTRX-3,thioredoxin domain containing 8,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,15,NOTCH3,N,0.0,0.014557,0.02,0.0,CASIL; CADASIL,notch 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,16,SYCP1,N,0.0,0.0253165,0.008,0.0,HOM-TES-14; CT8,synaptonemal complex protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,17,SYCP2,N,0.0,0.0256329,0.006,0.0,,synaptonemal complex protein 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,18,PGK2,N,0.0,0.0335443,0.012,0.0,PGKPS; PGK-2,phosphoglycerate kinase 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,19,CAPN1,N,0.0,0.0484177,0.018,0.0,muCANP; muCL; CANPL1,calpain 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,20,GKAP1,N,0.0,0.0537975,0.037,0.0,GKAP42; FKSG21,G kinase anchoring protein 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,21,SPATA33,N,0.0,0.0708861,0.023,0.0,FLJ31606; C16orf55,spermatogenesis associated 33,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatocytes,22,CD46,N,0.0,0.0794304,0.014,0.0,TRA2.10; MGC26544; MIC10,CD46 molecule,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,1,GPR55,N,0.0,0.0,0.0,0.0,,G protein-coupled receptor 55,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,2,PRKAA2,N,0.0,0.0037594,0.008,0.0,AMPK; AMPKa2; PRKAA,protein kinase AMP-activated catalytic subunit alpha 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,3,SLC31A1,N,0.0,0.0112782,0.052,0.0,hCTR1; CTR1; COPT1,solute carrier family 31 member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,4,ODF1,N,0.0,0.0112782,0.004,0.0,ODFPG; ODF27; RT7; HSPB10; CT133,outer dense fiber of sperm tails 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,5,HVCN1,N,0.0,0.0125313,0.014,0.0,MGC15619; Hv1; VSOP,hydrogen voltage gated channel 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,6,ABCA1,N,0.0,0.0169173,0.032,0.0,TGD; HDLDT1,ATP binding cassette subfamily A member 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,7,LDHC,N,0.0,0.0382206,0.014,0.0,CT32,lactate dehydrogenase C,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,8,ABHD2,N,0.0,0.0416667,0.06,0.0,LABH2,abhydrolase domain containing 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Reproductive,Mesoderm,Spermatozoa,9,HSPA2,N,0.0,0.0429198,0.03,0.0,,heat shock protein family A (Hsp70) member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,1,GDF10,Y,0.0,0.000313283,0.005,0.0,BMP-3b,growth differentiation factor 10,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,2,BMP5,Y,0.0,0.00657895,0.002,0.0,,bone morphogenetic protein 5,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,3,WNT2,Y,0.0,0.0075188,0.004,0.0,IRP; INT1L1,Wnt family member 2,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,4,BMP4,Y,0.0,0.0241228,0.019,0.0,BMP2B,bone morphogenetic protein 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,5,COL15A1,Y,0.0,0.0281955,0.016,0.0,,collagen type XV alpha 1 chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,6,COL4A1,Y,0.0,0.0808271,0.105,0.0,,collagen type IV alpha 1 chain,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,7,ICAM3,N,0.0,0.0,0.0,0.0,CDW50; ICAM-R; CD50,intercellular adhesion molecule 3,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,8,B4GALNT1,N,0.0,0.0,0.003,0.0,beta1-4GalNAc-T; GALGT; SPG26,"beta-1,4-N-acetyl-galactosaminyltransferase 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,9,TLR1,N,0.0,0.0,0.0,0.0,rsc786; KIAA0012; CD281,toll like receptor 1,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,10,SNED1,N,0.0,0.0,0.001,0.0,FLJ00133; SST3; Snep,"sushi, nidogen and EGF like domains 1","PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
Connective tissue,Mesoderm,Stromal cells,11,TLR4,N,0.0,0.000313283,0.0,0.0,hToll; CD284; TLR-4; ARMD10,toll like receptor 4,"PanglaoDB (Franzen et al. 2019, 27-Mar-2020 release)"
